bnumber	domain
b2463	IPR042112
b2463	IPR002505
b2464	IPR013785
b2464	IPR001585
b2464	IPR004730
b2464	IPR018225
b2465	IPR029061
b2465	IPR009014
b2465	IPR005475
b2465	IPR005478
b2465	IPR020826
b2465	IPR033248
b2465	IPR033247
b2465	IPR005474
b2466	IPR009560
b2467	IPR004385
b2467	IPR015797
b2467	IPR000086
b2468	IPR017896
b2468	IPR017900
b2468	IPR028261
b2468	IPR036188
b2468	IPR023753
b2468	IPR006006
b2468	IPR009051
b2469	IPR003660
b2469	IPR003594
b2469	IPR036890
b2469	IPR005467
b2469	IPR029095
b2469	IPR042295
b2469	IPR016380
b2469	IPR011712
b2470	IPR027463
b2470	IPR001036
b2470	IPR004764
b2471	IPR006660
b2471	IPR036249
b2471	IPR006504
b2472	IPR001261
b2472	IPR036264
b2472	IPR005941
b2472	IPR002933
b2472	IPR011650
b2473	IPR029058
b2473	IPR003140
b2474	IPR016181
b2474	IPR000182
b2474	IPR007807
b2474	IPR027417
b2474	IPR032672
b2474	IPR038321
b2474	IPR013562
b2474	IPR033442
b2474	IPR024914
b2475	IPR007343
b2476	IPR028923
b2476	IPR033934
b2476	IPR001636
b2476	IPR018236
b2477	IPR014524
b2477	IPR042268
b2477	IPR010653
b2478	IPR013785
b2478	IPR005263
b2478	IPR002220
b2478	IPR020625
b2478	IPR020624
b2479	IPR002912
b2479	IPR016867
b2480	IPR000866
b2480	IPR024706
b2480	IPR036249
b2480	IPR013766
b2481	IPR017896
b2481	IPR017900
b2482	IPR003918
b2482	IPR001750
b2483	IPR001694
b2483	IPR018086
b2484	IPR001750
b2484	IPR001516
b2485	IPR038730
b2485	IPR039428
b2486	IPR001750
b2486	IPR001516
b2487	IPR001135
b2487	IPR038290
b2487	IPR037232
b2487	IPR001268
b2487	IPR014029
b2487	IPR001501
b2487	IPR029014
b2488	IPR017896
b2488	IPR017900
b2488	IPR010226
b2489	IPR006137
b2489	IPR006138
b2490	IPR010005
b2491	IPR003593
b2491	IPR003018
b2491	IPR029016
b2491	IPR009057
b2491	IPR027417
b2491	IPR002078
b2491	IPR025662
b2491	IPR025943
b2491	IPR025944
b2492	IPR023271
b2492	IPR000292
b2492	IPR024002
b2493	IPR002549
b2494	IPR001915
b2494	IPR030873
b2494	IPR011990
b2495	IPR006659
b2495	IPR006660
b2495	IPR036249
b2496	IPR020591
b2496	IPR013317
b2496	IPR017788
b2496	IPR022864
b2496	IPR027417
b2497	IPR006042
b2497	IPR006043
b2498	IPR000836
b2498	IPR029057
b2498	IPR034332
b2498	IPR005765
b2499	IPR010918
b2499	IPR036676
b2499	IPR016188
b2499	IPR036921
b2499	IPR004733
b2500	IPR002376
b2500	IPR036477
b2500	IPR004607
b2500	IPR001555
b2501	IPR001736
b2501	IPR003414
b2501	IPR041108
b2501	IPR024953
b2501	IPR036830
b2501	IPR025200
b2501	IPR025198
b2501	IPR036832
b2502	IPR043129
b2502	IPR022371
b2502	IPR003695
b2502	IPR030673
b2503	IPR001633
b2503	IPR035919
b2503	IPR000160
b2503	IPR007895
b2504	IPR022576
b2505	IPR008816
b2506	IPR020231
b2507	IPR029062
b2507	IPR017926
b2507	IPR001674
b2507	IPR004739
b2507	IPR022955
b2507	IPR025777
b2507	IPR022310
b2507	IPR014729
b2508	IPR013785
b2508	IPR000644
b2508	IPR005990
b2508	IPR015875
b2508	IPR001093
b2509	IPR003753
b2509	IPR020579
b2509	IPR025824
b2510	IPR010807
b2510	IPR029037
b2511	IPR031166
b2511	IPR006073
b2511	IPR016484
b2511	IPR032859
b2511	IPR015946
b2511	IPR027417
b2511	IPR005225
b2512	IPR017687
b2512	IPR018391
b2512	IPR002372
b2512	IPR011047
b2512	IPR015943
b2513	IPR011990
b2513	IPR018704
b2513	IPR026039
b2514	IPR006195
b2514	IPR004154
b2514	IPR036621
b2514	IPR015807
b2514	IPR041715
b2514	IPR004516
b2514	IPR033656
b2515	IPR011005
b2515	IPR016425
b2515	IPR004588
b2516	IPR001387
b2516	IPR025194
b2516	IPR010982
b2516	IPR023690
b2517	IPR013785
b2517	IPR040072
b2517	IPR027492
b2517	IPR004383
b2517	IPR007197
b2518	IPR034907
b2518	IPR036850
b2518	IPR001564
b2518	IPR023005
b2519	IPR012338
b2519	IPR001264
b2519	IPR023346
b2519	IPR011815
b2519	IPR009647
b2519	IPR036950
b2519	IPR001460
b2520	IPR026284
b2520	IPR011625
b2520	IPR040639
b2520	IPR011626
b2520	IPR021868
b2520	IPR041203
b2520	IPR041462
b2520	IPR041246
b2520	IPR001599
b2520	IPR002890
b2520	IPR008930
b2521	IPR001763
b2521	IPR036873
b2521	IPR001307
b2522	IPR027945
b2522	IPR009839
b2523	IPR001346
b2523	IPR011356
b2523	IPR008330
b2523	IPR000819
b2524	IPR007479
b2524	IPR036762
b2525	IPR036010
b2525	IPR001041
b2525	IPR001055
b2525	IPR018298
b2525	IPR012675
b2525	IPR011536
b2526	IPR043129
b2526	IPR018181
b2526	IPR042039
b2526	IPR029048
b2526	IPR029047
b2526	IPR013126
b2526	IPR010236
b2527	IPR001623
b2527	IPR004640
b2527	IPR036386
b2527	IPR009073
b2527	IPR036869
b2528	IPR000361
b2528	IPR016092
b2528	IPR017870
b2528	IPR035903
b2528	IPR011302
b2529	IPR011339
b2529	IPR002871
b2530	IPR000192
b2530	IPR020578
b2530	IPR010240
b2530	IPR016454
b2530	IPR015424
b2530	IPR015422
b2530	IPR015421
b2531	IPR010242
b2531	IPR030489
b2531	IPR000944
b2531	IPR036388
b2531	IPR036390
b2532	IPR029028
b2532	IPR004384
b2532	IPR001537
b2532	IPR029026
b2533	IPR033942
b2533	IPR020583
b2533	IPR000760
b2533	IPR020550
b2533	IPR022337
b2534	IPR029058
b2534	IPR022742
b2535	IPR011608
b2535	IPR036634
b2536	IPR026032
b2536	IPR024989
b2536	IPR036259
b2537	IPR005119
b2537	IPR000847
b2537	IPR036388
b2537	IPR036390
b2538	IPR020875
b2538	IPR044637
b2538	IPR043266
b2538	IPR017941
b2538	IPR036922
b2538	IPR015881
b2538	IPR015879
b2538	IPR001663
b2539	IPR023712
b2539	IPR032710
b2539	IPR000391
b2540	IPR023739
b2540	IPR017941
b2540	IPR036922
b2541	IPR023643
b2541	IPR036291
b2541	IPR020904
b2541	IPR002347
b2542	IPR036188
b2542	IPR023753
b2542	IPR016156
b2542	IPR023744
b2542	IPR028202
b2543	IPR032808
b2544	IPR008183
b2544	IPR011013
b2544	IPR014718
b2545	IPR013149
b2545	IPR013154
b2545	IPR002328
b2545	IPR011032
b2545	IPR036291
b2545	IPR020843
b2546	IPR001851
b2547	IPR003593
b2547	IPR003439
b2547	IPR017871
b2547	IPR027417
b2548	IPR028082
b2548	IPR025997
b2549	IPR033396
b2549	IPR013026
b2549	IPR011990
b2549	IPR019734
b2550	IPR043129
b2550	IPR000600
b2550	IPR036388
b2550	IPR036390
b2551	IPR015424
b2551	IPR015422
b2551	IPR015421
b2551	IPR001085
b2551	IPR019798
b2551	IPR039429
b2552	IPR008333
b2552	IPR017927
b2552	IPR039261
b2552	IPR000971
b2552	IPR009050
b2552	IPR012292
b2552	IPR023950
b2552	IPR001433
b2552	IPR017938
b2553	IPR002187
b2553	IPR011322
b2553	IPR015867
b2553	IPR017918
b2553	IPR002332
b2554	IPR003593
b2554	IPR011006
b2554	IPR009057
b2554	IPR027417
b2554	IPR001789
b2554	IPR002078
b2554	IPR025662
b2554	IPR025943
b2554	IPR025944
b2555	IPR025262
b2556	IPR003594
b2556	IPR036890
b2556	IPR005467
b2556	IPR003661
b2556	IPR036097
b2556	IPR004358
b2557	IPR029062
b2557	IPR040707
b2557	IPR017926
b2557	IPR010073
b2557	IPR041609
b2557	IPR010918
b2557	IPR036676
b2557	IPR036921
b2557	IPR036604
b2558	IPR023346
b2558	IPR023703
b2558	IPR001638
b2558	IPR000189
b2558	IPR008258
b2559	IPR016192
b2559	IPR002125
b2559	IPR016193
b2559	IPR028883
b2560	IPR036412
b2560	IPR006435
b2560	IPR023214
b2561	IPR009057
b2561	IPR000281
b2561	IPR035472
b2561	IPR001347
b2561	IPR036388
b2562	IPR017896
b2562	IPR017900
b2563	IPR008278
b2563	IPR037143
b2563	IPR002582
b2563	IPR004568
b2564	IPR013785
b2564	IPR004569
b2564	IPR036130
b2565	IPR037278
b2565	IPR022572
b2565	IPR012340
b2565	IPR003717
b2566	IPR030388
b2566	IPR006073
b2566	IPR005662
b2566	IPR015946
b2566	IPR004044
b2566	IPR009019
b2566	IPR027417
b2566	IPR005225
b2567	IPR014720
b2567	IPR011907
b2567	IPR000999
b2567	IPR036389
b2568	IPR036286
b2568	IPR000223
b2568	IPR019758
b2568	IPR019757
b2568	IPR019756
b2568	IPR019533
b2569	IPR006297
b2569	IPR035647
b2569	IPR000640
b2569	IPR004161
b2569	IPR031157
b2569	IPR038363
b2569	IPR013842
b2569	IPR035654
b2569	IPR027417
b2569	IPR005225
b2569	IPR000795
b2570	IPR026268
b2570	IPR007359
b2571	IPR033436
b2571	IPR038484
b2571	IPR033434
b2571	IPR005588
b2572	IPR005573
b2572	IPR005572
b2572	IPR036147
b2572	IPR026279
b2573	IPR039425
b2573	IPR014284
b2573	IPR000838
b2573	IPR007627
b2573	IPR013249
b2573	IPR014286
b2573	IPR013325
b2573	IPR013324
b2573	IPR036388
b2574	IPR003953
b2574	IPR036188
b2574	IPR037099
b2574	IPR015939
b2574	IPR005288
b2574	IPR027477
b2575	IPR002052
b2575	IPR029063
b2575	IPR007848
b2575	IPR022882
b2576	IPR011545
b2576	IPR028621
b2576	IPR014001
b2576	IPR001650
b2576	IPR027417
b2576	IPR000629
b2576	IPR014014
b2577	IPR005119
b2577	IPR000847
b2577	IPR036388
b2577	IPR036390
b2578	IPR001123
b2579	IPR019777
b2579	IPR001150
b2579	IPR011140
b2580	IPR002043
b2580	IPR018085
b2580	IPR005122
b2580	IPR036895
b2581	IPR029028
b2581	IPR029064
b2581	IPR004441
b2581	IPR001537
b2581	IPR013123
b2581	IPR029026
b2581	IPR016479
b2582	IPR005746
b2582	IPR036249
b2582	IPR017937
b2582	IPR013766
b2583	IPR005636
b2583	IPR039262
b2584	IPR016181
b2584	IPR011761
b2584	IPR013815
b2584	IPR003781
b2584	IPR000182
b2584	IPR036291
b2584	IPR032875
b2584	IPR016102
b2585	IPR016270
b2585	IPR025202
b2585	IPR001736
b2586	IPR018736
b2586	IPR017028
b2587	IPR020846
b2587	IPR005828
b2587	IPR036259
b2587	IPR004736
b2587	IPR005829
b2592	IPR003593
b2592	IPR003959
b2592	IPR017730
b2592	IPR019489
b2592	IPR036628
b2592	IPR004176
b2592	IPR001270
b2592	IPR018368
b2592	IPR028299
b2592	IPR041546
b2592	IPR027417
b2592	IPR003593
b2592	IPR003959
b2592	IPR017730
b2592	IPR019489
b2592	IPR001270
b2592	IPR018368
b2592	IPR028299
b2592	IPR041546
b2592	IPR027417
b2593	IPR003730
b2593	IPR038371
b2593	IPR011324
b2594	IPR020103
b2594	IPR006225
b2594	IPR006224
b2594	IPR006145
b2594	IPR002942
b2594	IPR036986
b2595	IPR017689
b2595	IPR039565
b2595	IPR011990
b2597	IPR036567
b2597	IPR003489
b2599	IPR002912
b2599	IPR008242
b2599	IPR036263
b2599	IPR036979
b2599	IPR002701
b2599	IPR010952
b2599	IPR001086
b2599	IPR018528
b2600	IPR008927
b2600	IPR008244
b2600	IPR036263
b2600	IPR036979
b2600	IPR002701
b2600	IPR011277
b2600	IPR036291
b2600	IPR003099
b2601	IPR013785
b2601	IPR006218
b2601	IPR006219
b2602	IPR021242
b2603	IPR025293
b2604	IPR033417
b2604	IPR000160
b2604	IPR003660
b2604	IPR029787
b2604	IPR043128
b2605	IPR006664
b2605	IPR006665
b2605	IPR036737
b2606	IPR038657
b2606	IPR001857
b2606	IPR018257
b2606	IPR008991
b2607	IPR029028
b2607	IPR002649
b2607	IPR023148
b2607	IPR029026
b2607	IPR016009
b2608	IPR011961
b2608	IPR027275
b2608	IPR011033
b2608	IPR002676
b2608	IPR036976
b2608	IPR009000
b2609	IPR000307
b2609	IPR020592
b2609	IPR023803
b2610	IPR003593
b2610	IPR027417
b2610	IPR036891
b2610	IPR013822
b2610	IPR004125
b2610	IPR004780
b2610	IPR022941
b2610	IPR000897
b2610	IPR042101
b2611	IPR002541
b2614	IPR000740
b2614	IPR013805
b2614	IPR009012
b2615	IPR017438
b2615	IPR017437
b2615	IPR016064
b2615	IPR002504
b2616	IPR004604
b2616	IPR027417
b2616	IPR003395
b2617	IPR026592
b2617	IPR037873
b2617	IPR007450
b2618	IPR016155
b2618	IPR005346
b2618	IPR037021
b2619	IPR005031
b2619	IPR023393
b2620	IPR023620
b2620	IPR000037
b2620	IPR020081
b2622	IPR044068
b2622	IPR011010
b2622	IPR013762
b2622	IPR002104
b2622	IPR038488
b2622	IPR025166
b2622	IPR010998
b2624	IPR010260
b2625	IPR025048
b2627	IPR014001
b2627	IPR001650
b2627	IPR027417
b2628	IPR025382
b2628	IPR014976
b2629	IPR011089
b2630	IPR043994
b2630	IPR031845
b2631	IPR031834
b2632	IPR006073
b2632	IPR027417
b2633	IPR026325
b2634	IPR001034
b2634	IPR018356
b2634	IPR026881
b2638	IPR006660
b2638	IPR036249
b2643	IPR004914
b2643	IPR042297
b2644	IPR037518
b2644	IPR025657
b2644	IPR001405
b2644	IPR020891
b2645	IPR009320
b2645	IPR038025
b2646	IPR009610
b2647	IPR030930
b2647	IPR005546
b2647	IPR036709
b2647	IPR006315
b2647	IPR012332
b2647	IPR011050
b2647	IPR004899
b2647	IPR003991
b2648	IPR006119
b2649	IPR035124
b2650	IPR020227
b2659	IPR015038
b2659	IPR042098
b2660	IPR006076
b2660	IPR036188
b2660	IPR030862
b2661	IPR016161
b2661	IPR016163
b2661	IPR016160
b2661	IPR029510
b2661	IPR016162
b2661	IPR015590
b2661	IPR010102
b2662	IPR004632
b2662	IPR005814
b2662	IPR015424
b2662	IPR015422
b2662	IPR015421
b2663	IPR004841
b2663	IPR004840
b2663	IPR011265
b2664	IPR011711
b2664	IPR008920
b2664	IPR000524
b2664	IPR036388
b2664	IPR036390
b2665	IPR007055
b2665	IPR018392
b2665	IPR036779
b2665	IPR014004
b2666	IPR000612
b2667	IPR011991
b2667	IPR001845
b2667	IPR036388
b2667	IPR036390
b2668	IPR021309
b2668	IPR001763
b2668	IPR036873
b2669	IPR027444
b2669	IPR037150
b2669	IPR001801
b2669	IPR027454
b2670	IPR010574
b2671	IPR018994
b2672	IPR043605
b2672	IPR043604
b2672	IPR010279
b2673	IPR011909
b2673	IPR002109
b2673	IPR036249
b2674	IPR029039
b2674	IPR020852
b2674	IPR004465
b2675	IPR013346
b2675	IPR026459
b2675	IPR000788
b2675	IPR013509
b2675	IPR013554
b2675	IPR008926
b2675	IPR039718
b2676	IPR009078
b2676	IPR012348
b2676	IPR026494
b2676	IPR033909
b2676	IPR030475
b2676	IPR000358
b2677	IPR003593
b2677	IPR003439
b2677	IPR017871
b2677	IPR000644
b2677	IPR005892
b2677	IPR027417
b2678	IPR000515
b2678	IPR035906
b2679	IPR007210
b2681	IPR011701
b2681	IPR020846
b2681	IPR036259
b2682	IPR011606
b2683	IPR008407
b2684	IPR000835
b2684	IPR023187
b2684	IPR036388
b2684	IPR036390
b2685	IPR043602
b2685	IPR005694
b2685	IPR032317
b2686	IPR004638
b2686	IPR011701
b2686	IPR020846
b2686	IPR036259
b2687	IPR037005
b2687	IPR011249
b2687	IPR003815
b2688	IPR014746
b2688	IPR007370
b2688	IPR006334
b2689	IPR032816
b2690	IPR010976
b2690	IPR036412
b2690	IPR006439
b2690	IPR041492
b2690	IPR023214
b2690	IPR023198
b2696	IPR003751
b2696	IPR036107
b2697	IPR002318
b2697	IPR018162
b2697	IPR018165
b2697	IPR018164
b2697	IPR023033
b2697	IPR003156
b2697	IPR018163
b2697	IPR009000
b2697	IPR012947
b2698	IPR003783
b2698	IPR036388
b2699	IPR003593
b2699	IPR013765
b2699	IPR020584
b2699	IPR027417
b2699	IPR020588
b2699	IPR023400
b2699	IPR020587
b2700	IPR036653
b2700	IPR008136
b2701	IPR023346
b2701	IPR011757
b2701	IPR043426
b2701	IPR031304
b2702	IPR004699
b2703	IPR011638
b2703	IPR011618
b2703	IPR004702
b2704	IPR004716
b2704	IPR036665
b2704	IPR018454
b2705	IPR036291
b2705	IPR020904
b2705	IPR002347
b2706	IPR009693
b2707	IPR014036
b2707	IPR001034
b2707	IPR037171
b2707	IPR018356
b2707	IPR036388
b2707	IPR036390
b2708	IPR000644
b2708	IPR004800
b2708	IPR001347
b2708	IPR035474
b2709	IPR003593
b2709	IPR003018
b2709	IPR029016
b2709	IPR009057
b2709	IPR023944
b2709	IPR027417
b2709	IPR002078
b2709	IPR025662
b2709	IPR025943
b2709	IPR025944
b2710	IPR023957
b2710	IPR008254
b2710	IPR029039
b2710	IPR001279
b2710	IPR036866
b2710	IPR024934
b2710	IPR016440
b2710	IPR024935
b2711	IPR036188
b2711	IPR023753
b2711	IPR023961
b2711	IPR041364
b2712	IPR001792
b2712	IPR036046
b2712	IPR017968
b2712	IPR004421
b2712	IPR017945
b2712	IPR041440
b2712	IPR006070
b2712	IPR011125
b2713	IPR017896
b2713	IPR017900
b2714	IPR000843
b2714	IPR010982
b2714	IPR028082
b2715	IPR036878
b2715	IPR018113
b2715	IPR003352
b2715	IPR013013
b2715	IPR001996
b2715	IPR004719
b2716	IPR001360
b2716	IPR018120
b2716	IPR033132
b2716	IPR017853
b2717	IPR004420
b2717	IPR023430
b2717	IPR000671
b2718	IPR010005
b2719	IPR006137
b2719	IPR006138
b2720	IPR017896
b2720	IPR017900
b2720	IPR010226
b2721	IPR001135
b2721	IPR038290
b2721	IPR037232
b2721	IPR001268
b2721	IPR014029
b2721	IPR001501
b2721	IPR029014
b2722	IPR001694
b2722	IPR018086
b2723	IPR003918
b2723	IPR001750
b2724	IPR017896
b2724	IPR017900
b2725	IPR021285
b2726	IPR020538
b2726	IPR000688
b2727	IPR003495
b2727	IPR004392
b2727	IPR027417
b2728	IPR037254
b2728	IPR019812
b2728	IPR001109
b2729	IPR002780
b2729	IPR042244
b2729	IPR042243
b2730	IPR011854
b2730	IPR010918
b2730	IPR036676
b2730	IPR016188
b2730	IPR036921
b2731	IPR003593
b2731	IPR003018
b2731	IPR029016
b2731	IPR009057
b2731	IPR002197
b2731	IPR027417
b2731	IPR002078
b2731	IPR025662
b2731	IPR025944
b2732	IPR020483
b2733	IPR005748
b2733	IPR007695
b2733	IPR017261
b2733	IPR000432
b2733	IPR007861
b2733	IPR007696
b2733	IPR016151
b2733	IPR036187
b2733	IPR007860
b2733	IPR036678
b2733	IPR027417
b2734	IPR004843
b2734	IPR029052
b2734	IPR006186
b2735	IPR014036
b2735	IPR001034
b2735	IPR037171
b2735	IPR018356
b2735	IPR036388
b2735	IPR036390
b2736	IPR002204
b2736	IPR008927
b2736	IPR013328
b2736	IPR006115
b2736	IPR015815
b2736	IPR036291
b2736	IPR029154
b2737	IPR037051
b2737	IPR010737
b2737	IPR031475
b2737	IPR042213
b2738	IPR001303
b2738	IPR036409
b2739	IPR026040
b2739	IPR036237
b2739	IPR013022
b2740	IPR003474
b2741	IPR014284
b2741	IPR000943
b2741	IPR009042
b2741	IPR007627
b2741	IPR007624
b2741	IPR007630
b2741	IPR013325
b2741	IPR013324
b2741	IPR012761
b2741	IPR036388
b2742	IPR011055
b2742	IPR018392
b2742	IPR036779
b2742	IPR016047
b2743	IPR000682
b2743	IPR029063
b2744	IPR030048
b2744	IPR002828
b2744	IPR036523
b2745	IPR020103
b2745	IPR001656
b2745	IPR020119
b2745	IPR011760
b2745	IPR042214
b2745	IPR043165
b2746	IPR003526
b2746	IPR020555
b2746	IPR036571
b2747	IPR001228
b2747	IPR034683
b2747	IPR018294
b2747	IPR029044
b2748	IPR023081
b2748	IPR007060
b2749	IPR022721
b2750	IPR002891
b2750	IPR027417
b2751	IPR041757
b2751	IPR044138
b2751	IPR044139
b2751	IPR031157
b2751	IPR027417
b2751	IPR005225
b2751	IPR011779
b2751	IPR000795
b2751	IPR009000
b2751	IPR009001
b2752	IPR002500
b2752	IPR014729
b2752	IPR011784
b2753	IPR007484
b2754	IPR010152
b2755	IPR033641
b2755	IPR002729
b2755	IPR042206
b2755	IPR019851
b2755	IPR042211
b2756	IPR010179
b2757	IPR021124
b2757	IPR013422
b2757	IPR010147
b2758	IPR010148
b2759	IPR013382
b2759	IPR038287
b2760	IPR013381
b2761	IPR006483
b2761	IPR038257
b2761	IPR011545
b2761	IPR014001
b2761	IPR001650
b2761	IPR006474
b2761	IPR027417
b2762	IPR004511
b2762	IPR002500
b2762	IPR011800
b2762	IPR014729
b2763	IPR011786
b2763	IPR005117
b2763	IPR036136
b2763	IPR006067
b2763	IPR006066
b2764	IPR010199
b2764	IPR003097
b2764	IPR029758
b2764	IPR017927
b2764	IPR001094
b2764	IPR008254
b2764	IPR001709
b2764	IPR029039
b2764	IPR039261
b2764	IPR023173
b2764	IPR001433
b2764	IPR017938
b2765	IPR007115
b2765	IPR038418
b2766	IPR006076
b2766	IPR036188
b2766	IPR039651
b2767	IPR017896
b2767	IPR012206
b2768	IPR006699
b2768	IPR035928
b2769	IPR029035
b2769	IPR014730
b2769	IPR001308
b2769	IPR014731
b2769	IPR014729
b2770	IPR014730
b2770	IPR012255
b2770	IPR033948
b2770	IPR014729
b2771	IPR020846
b2771	IPR005828
b2771	IPR042471
b2771	IPR036259
b2771	IPR005829
b2774	IPR036291
b2774	IPR020904
b2774	IPR002347
b2775	IPR011701
b2775	IPR020846
b2775	IPR036259
b2776	IPR043129
b2776	IPR000577
b2776	IPR018485
b2776	IPR018484
b2777	IPR024924
b2777	IPR013785
b2777	IPR007197
b2777	IPR027609
b2778	IPR007621
b2779	IPR000941
b2779	IPR036849
b2779	IPR029017
b2779	IPR020810
b2779	IPR020809
b2779	IPR020811
b2780	IPR029062
b2780	IPR004468
b2780	IPR017456
b2780	IPR017926
b2780	IPR033828
b2780	IPR027417
b2781	IPR004518
b2781	IPR011551
b2782	IPR003477
b2782	IPR011067
b2783	IPR007159
b2783	IPR037914
b2784	IPR002912
b2784	IPR012675
b2784	IPR003607
b2784	IPR043519
b2784	IPR004811
b2784	IPR007685
b2784	IPR004095
b2784	IPR012676
b2784	IPR033655
b2785	IPR001566
b2785	IPR030390
b2785	IPR030391
b2785	IPR012340
b2785	IPR029063
b2785	IPR002792
b2785	IPR010280
b2786	IPR011006
b2786	IPR003660
b2786	IPR003594
b2786	IPR036890
b2786	IPR005467
b2786	IPR003661
b2786	IPR036097
b2786	IPR019247
b2786	IPR036641
b2786	IPR004358
b2786	IPR008207
b2786	IPR001789
b2787	IPR036849
b2787	IPR029017
b2787	IPR029065
b2787	IPR017653
b2787	IPR034598
b2787	IPR013342
b2787	IPR034593
b2788	IPR036849
b2788	IPR029017
b2788	IPR029065
b2788	IPR034598
b2788	IPR018110
b2788	IPR013342
b2788	IPR034593
b2788	IPR013341
b2789	IPR011701
b2789	IPR020846
b2789	IPR036259
b2789	IPR000849
b2790	IPR001094
b2790	IPR008254
b2790	IPR029039
b2791	IPR020103
b2791	IPR006224
b2791	IPR006145
b2792	IPR007384
b2792	IPR023376
b2792	IPR036814
b2793	IPR009948
b2793	IPR038228
b2794	IPR043133
b2794	IPR029500
b2794	IPR029139
b2794	IPR016428
b2795	IPR021826
b2795	IPR031100
b2795	IPR037153
b2795	IPR027820
b2796	IPR004694
b2797	IPR029009
b2797	IPR004644
b2797	IPR005130
b2797	IPR005131
b2798	IPR020046
b2798	IPR002421
b2798	IPR036279
b2798	IPR020045
b2798	IPR038969
b2798	IPR008918
b2798	IPR029060
b2798	IPR022895
b2799	IPR001670
b2799	IPR018211
b2799	IPR039697
b2799	IPR013460
b2800	IPR001303
b2800	IPR036409
b2800	IPR004782
b2801	IPR005275
b2801	IPR011701
b2801	IPR020846
b2801	IPR036259
b2802	IPR004216
b2802	IPR038393
b2802	IPR015888
b2802	IPR038391
b2802	IPR012888
b2802	IPR005763
b2802	IPR038392
b2802	IPR009015
b2802	IPR012889
b2803	IPR043129
b2803	IPR000577
b2803	IPR018485
b2803	IPR018483
b2803	IPR018484
b2803	IPR013450
b2804	IPR023751
b2804	IPR023750
b2804	IPR007721
b2805	IPR014036
b2805	IPR001034
b2805	IPR037171
b2805	IPR018356
b2805	IPR036388
b2805	IPR036390
b2806	IPR040739
b2806	IPR002877
b2806	IPR011224
b2806	IPR029063
b2807	IPR006696
b2808	IPR005119
b2808	IPR000847
b2808	IPR036388
b2808	IPR036390
b2809	IPR010305
b2809	IPR010920
b2810	IPR000192
b2810	IPR020578
b2810	IPR022471
b2810	IPR015424
b2810	IPR015422
b2810	IPR015421
b2811	IPR017763
b2811	IPR003808
b2812	IPR000594
b2812	IPR035985
b2813	IPR010611
b2813	IPR026044
b2813	IPR034654
b2813	IPR005300
b2813	IPR036908
b2817	IPR021731
b2817	IPR002508
b2817	IPR006311
b2818	IPR036393
b2818	IPR016181
b2818	IPR001048
b2818	IPR000182
b2818	IPR033719
b2818	IPR010167
b2819	IPR003593
b2819	IPR027417
b2819	IPR006344
b2819	IPR041851
b2819	IPR027785
b2820	IPR014017
b2820	IPR000212
b2820	IPR011604
b2820	IPR027417
b2820	IPR038726
b2820	IPR004586
b2820	IPR011335
b2820	IPR014016
b2820	IPR034739
b2821	IPR011249
b2821	IPR011765
b2821	IPR001431
b2821	IPR007863
b2821	IPR032632
b2822	IPR013986
b2822	IPR027417
b2822	IPR006697
b2822	IPR041500
b2822	IPR011335
b2823	IPR022204
b2823	IPR012902
b2824	IPR019652
b2825	IPR012902
b2825	IPR016419
b2826	IPR012902
b2827	IPR023451
b2827	IPR036926
b2827	IPR000398
b2827	IPR020940
b2828	IPR001640
b2829	IPR003018
b2829	IPR029016
b2829	IPR008279
b2829	IPR018274
b2829	IPR000121
b2829	IPR023151
b2829	IPR036637
b2829	IPR006318
b2829	IPR008731
b2829	IPR036618
b2829	IPR015813
b2829	IPR040442
b2830	IPR020476
b2830	IPR015797
b2830	IPR020084
b2830	IPR000086
b2830	IPR022927
b2831	IPR004230
b2831	IPR011337
b2831	IPR037057
b2831	IPR011335
b2832	IPR005496
b2833	IPR010305
b2833	IPR010920
b2834	IPR020471
b2834	IPR023210
b2834	IPR036812
b2835	IPR023727
b2835	IPR011701
b2835	IPR036259
b2836	IPR023775
b2836	IPR020845
b2836	IPR000873
b2836	IPR042099
b2836	IPR002123
b2837	IPR000843
b2837	IPR010982
b2837	IPR028082
b2838	IPR009006
b2838	IPR002986
b2838	IPR022643
b2838	IPR022657
b2838	IPR022644
b2838	IPR022653
b2838	IPR000183
b2838	IPR029066
b2839	IPR037414
b2839	IPR005119
b2839	IPR000847
b2839	IPR036388
b2839	IPR036390
b2840	IPR015942
b2840	IPR001920
b2840	IPR018187
b2840	IPR033134
b2840	IPR004380
b2841	IPR020846
b2841	IPR005828
b2841	IPR036259
b2841	IPR003663
b2841	IPR005829
b2842	IPR011286
b2842	IPR036291
b2842	IPR020904
b2842	IPR002347
b2843	IPR007045
b2843	IPR021120
b2843	IPR027449
b2843	IPR014710
b2843	IPR011051
b2844	IPR002155
b2844	IPR016039
b2844	IPR020615
b2844	IPR020610
b2844	IPR020617
b2844	IPR020613
b2844	IPR020616
b2845	IPR018227
b2846	IPR016032
b2846	IPR000792
b2847	IPR001867
b2847	IPR016032
b2847	IPR036388
b2851	IPR005415
b2851	IPR016379
b2851	IPR011716
b2851	IPR011990
b2852	IPR001867
b2852	IPR016032
b2852	IPR013026
b2852	IPR011990
b2852	IPR019734
b2852	IPR036388
b2854	IPR023346
b2854	IPR008258
b2856	IPR011006
b2856	IPR016032
