bnumber,keyword
b1864,Reference proteome
b1864,Transcription
b1864,Transcription regulation
b1865,3D-structure
b1865,Folate biosynthesis
b1865,Hydrolase
b1865,Magnesium
b1865,Metal-binding
b1865,Reference proteome
b1866,3D-structure
b1866,ATP-binding
b1866,Aminoacyl-tRNA synthetase
b1866,Cytoplasm
b1866,Ligase
b1866,Nucleotide-binding
b1866,Protein biosynthesis
b1866,Reference proteome
b1867,3D-structure
b1867,Hydrolase
b1867,Reference proteome
b1868,Reference proteome
b1869,Cell inner membrane
b1869,Cell membrane
b1869,Membrane
b1869,Reference proteome
b1869,Transmembrane
b1869,Transmembrane helix
b1870,3D-structure
b1870,Reference proteome
b1870,S-adenosyl-L-methionine
b1870,Transferase
b1871,3D-structure
b1871,Reference proteome
b1871,Transferase
b1871,tRNA processing
b1872,Direct protein sequencing
b1872,Metal-binding
b1872,Molybdenum
b1872,Oxidoreductase
b1872,Periplasm
b1872,Reference proteome
b1872,Signal
b1873,Cell inner membrane
b1873,Cell membrane
b1873,Electron transport
b1873,Heme
b1873,Iron
b1873,Membrane
b1873,Metal-binding
b1873,Reference proteome
b1873,Transmembrane
b1873,Transmembrane helix
b1873,Transport
b1874,Copper
b1874,Cytoplasm
b1874,Reference proteome
b1875,3D-structure
b1875,Reference proteome
b1876,3D-structure
b1876,ATP-binding
b1876,Aminoacyl-tRNA synthetase
b1876,Cytoplasm
b1876,Direct protein sequencing
b1876,Ligase
b1876,Nucleotide-binding
b1876,Protein biosynthesis
b1876,Reference proteome
b1877,Reference proteome
b1878,Bacterial flagellum biogenesis
b1878,Reference proteome
b1878,Signal
b1879,Bacterial flagellum biogenesis
b1879,Bacterial flagellum protein export
b1879,Cell inner membrane
b1879,Cell membrane
b1879,Membrane
b1879,Protein transport
b1879,Reference proteome
b1879,Transmembrane
b1879,Transmembrane helix
b1879,Transport
b1880,Bacterial flagellum biogenesis
b1880,Bacterial flagellum protein export
b1880,Cell inner membrane
b1880,Cell membrane
b1880,Membrane
b1880,Protein transport
b1880,Reference proteome
b1880,Transmembrane
b1880,Transmembrane helix
b1880,Transport
b1881,3D-structure
b1881,Chemotaxis
b1881,Cytoplasm
b1881,Flagellar rotation
b1881,Hydrolase
b1881,Protein phosphatase
b1881,Reference proteome
b1882,3D-structure
b1882,Acetylation
b1882,Chemotaxis
b1882,Cytoplasm
b1882,Direct protein sequencing
b1882,Flagellar rotation
b1882,Magnesium
b1882,Metal-binding
b1882,Phosphoprotein
b1882,Reference proteome
b1882,Two-component regulatory system
b1883,Chemotaxis
b1883,Cytoplasm
b1883,Hydrolase
b1883,Phosphoprotein
b1883,Reference proteome
b1884,Chemotaxis
b1884,Methyltransferase
b1884,Reference proteome
b1884,S-adenosyl-L-methionine
b1884,Transferase
b1885,Cell inner membrane
b1885,Cell membrane
b1885,Chemotaxis
b1885,Membrane
b1885,Methylation
b1885,Reference proteome
b1885,Transducer
b1885,Transmembrane
b1885,Transmembrane helix
b1886,3D-structure
b1886,Cell inner membrane
b1886,Cell membrane
b1886,Chemotaxis
b1886,Membrane
b1886,Methylation
b1886,Reference proteome
b1886,Transducer
b1886,Transmembrane
b1886,Transmembrane helix
b1887,3D-structure
b1887,Chemotaxis
b1887,Cytoplasm
b1887,Reference proteome
b1888,3D-structure
b1888,ATP-binding
b1888,Alternative initiation
b1888,Chemotaxis
b1888,Cytoplasm
b1888,Kinase
b1888,Nucleotide-binding
b1888,Phosphoprotein
b1888,Reference proteome
b1888,Transferase
b1888,Two-component regulatory system
b1889,Cell inner membrane
b1889,Cell membrane
b1889,Chemotaxis
b1889,Flagellar rotation
b1889,Membrane
b1889,Reference proteome
b1889,Signal-anchor
b1889,Transmembrane
b1889,Transmembrane helix
b1890,Cell inner membrane
b1890,Cell membrane
b1890,Chemotaxis
b1890,Flagellar rotation
b1890,Hydrogen ion transport
b1890,Ion transport
b1890,Membrane
b1890,Reference proteome
b1890,Transmembrane
b1890,Transmembrane helix
b1890,Transport
b1891,3D-structure
b1891,Activator
b1891,Bacterial flagellum biogenesis
b1891,Cytoplasm
b1891,DNA-binding
b1891,Metal-binding
b1891,Reference proteome
b1891,Transcription
b1891,Transcription regulation
b1891,Zinc
b1892,3D-structure
b1892,Activator
b1892,Bacterial flagellum biogenesis
b1892,Cytoplasm
b1892,DNA-binding
b1892,Disulfide bond
b1892,Reference proteome
b1892,Transcription
b1892,Transcription regulation
b1893,DNA recombination
b1893,Reference proteome
b1893,Transposable element
b1893,Transposition
b1894,DNA recombination
b1894,Reference proteome
b1894,Transposable element
b1894,Transposition
b1895,Cytoplasm
b1895,Reference proteome
b1896,3D-structure
b1896,Direct protein sequencing
b1896,Glycosyltransferase
b1896,Potassium
b1896,Reference proteome
b1896,Stress response
b1896,Transferase
b1897,Direct protein sequencing
b1897,Hydrolase
b1897,Magnesium
b1897,Metal-binding
b1897,Reference proteome
b1900,ATP-binding
b1900,Cell inner membrane
b1900,Cell membrane
b1900,Membrane
b1900,Nucleotide-binding
b1900,Reference proteome
b1900,Repeat
b1900,Sugar transport
b1900,Translocase
b1900,Transport
b1901,3D-structure
b1901,Direct protein sequencing
b1901,Periplasm
b1901,Reference proteome
b1901,Signal
b1901,Sugar transport
b1901,Transport
b1902,Cytoplasm
b1902,Reference proteome
b1904,Reference proteome
b1905,3D-structure
b1905,Cytoplasm
b1905,Direct protein sequencing
b1905,Iron
b1905,Iron storage
b1905,Metal-binding
b1905,Oxidoreductase
b1905,Reference proteome
b1906,Reference proteome
b1907,Amino-acid transport
b1907,Cell inner membrane
b1907,Cell membrane
b1907,Membrane
b1907,Reference proteome
b1907,Transmembrane
b1907,Transmembrane helix
b1907,Transport
b1908,Reference proteome
b1912,Cell inner membrane
b1912,Cell membrane
b1912,Lipid biosynthesis
b1912,Lipid metabolism
b1912,Membrane
b1912,Phospholipid biosynthesis
b1912,Phospholipid metabolism
b1912,Reference proteome
b1912,Transferase
b1912,Transmembrane
b1912,Transmembrane helix
b1913,3D-structure
b1913,Cytoplasm
b1913,DNA damage
b1913,DNA excision
b1913,DNA repair
b1913,Excision nuclease
b1913,Reference proteome
b1913,SOS response
b1914,Cytoplasm
b1914,DNA-binding
b1914,Phosphoprotein
b1914,Reference proteome
b1914,Transcription
b1914,Transcription regulation
b1914,Two-component regulatory system
b1915,Reference proteome
b1916,3D-structure
b1916,Activator
b1916,Cell cycle
b1916,Cell division
b1916,DNA-binding
b1916,Reference proteome
b1916,Transcription
b1916,Transcription regulation
b1917,ATP-binding
b1917,Amino-acid transport
b1917,Cell inner membrane
b1917,Cell membrane
b1917,Membrane
b1917,Nucleotide-binding
b1917,Reference proteome
b1917,Translocase
b1917,Transport
b1918,Amino-acid transport
b1918,Cell inner membrane
b1918,Cell membrane
b1918,Membrane
b1918,Reference proteome
b1918,Transmembrane
b1918,Transmembrane helix
b1918,Transport
b1919,Direct protein sequencing
b1919,Lyase
b1919,Pyridoxal phosphate
b1919,Reference proteome
b1919,Stress response
b1920,Amino-acid transport
b1920,Direct protein sequencing
b1920,Periplasm
b1920,Reference proteome
b1920,Signal
b1920,Transport
b1921,Reference proteome
b1922,3D-structure
b1922,Cytoplasm
b1922,DNA-binding
b1922,Reference proteome
b1922,Sigma factor
b1922,Transcription
b1922,Transcription regulation
b1923,Bacterial flagellum
b1923,Direct protein sequencing
b1923,Reference proteome
b1923,Secreted
b1924,3D-structure
b1924,Bacterial flagellum
b1924,Coiled coil
b1924,Reference proteome
b1924,Secreted
b1925,Bacterial flagellum biogenesis
b1925,Chaperone
b1925,Cytoplasm
b1925,Reference proteome
b1926,Bacterial flagellum biogenesis
b1926,Chaperone
b1926,Cytoplasm
b1926,Reference proteome
b1926,Repressor
b1926,Transcription
b1926,Transcription regulation
b1927,Calcium
b1927,Carbohydrate metabolism
b1927,Cytoplasm
b1927,Glycosidase
b1927,Hydrolase
b1927,Metal-binding
b1927,Reference proteome
b1927,Sodium
b1928,Cell membrane
b1928,Lipoprotein
b1928,Membrane
b1928,Palmitate
b1928,Reference proteome
b1928,Signal
b1929,Cell inner membrane
b1929,Cell membrane
b1929,Membrane
b1929,Reference proteome
b1929,Transmembrane
b1929,Transmembrane helix
b1930,3D-structure
b1930,Reference proteome
b1931,3D-structure
b1931,Covalent protein-DNA linkage
b1931,DNA damage
b1931,DNA-binding
b1931,Hydrolase
b1931,Protease
b1931,Reference proteome
b1931,SOS response
b1932,Acyltransferase
b1932,Reference proteome
b1932,Transferase
b1935,Reference proteome
b1936,DNA integration
b1936,DNA recombination
b1936,Reference proteome
b1936,Viral genome integration
b1936,Virus entry into host cell
b1937,Bacterial flagellum
b1937,Reference proteome
b1938,Bacterial flagellum
b1938,Cell inner membrane
b1938,Cell membrane
b1938,Membrane
b1938,Reference proteome
b1938,Transmembrane
b1938,Transmembrane helix
b1939,Bacterial flagellum
b1939,Cell inner membrane
b1939,Cell membrane
b1939,Chemotaxis
b1939,Flagellar rotation
b1939,Membrane
b1939,Reference proteome
b1940,Bacterial flagellum biogenesis
b1940,Bacterial flagellum protein export
b1940,Cytoplasm
b1940,Protein transport
b1940,Reference proteome
b1940,Transport
b1941,ATP synthesis
b1941,ATP-binding
b1941,Bacterial flagellum biogenesis
b1941,Bacterial flagellum protein export
b1941,Cytoplasm
b1941,Hydrogen ion transport
b1941,Ion transport
b1941,Nucleotide-binding
b1941,Protein transport
b1941,Reference proteome
b1941,Translocase
b1941,Transport
b1942,Bacterial flagellum biogenesis
b1942,Bacterial flagellum protein export
b1942,Cell membrane
b1942,Chemotaxis
b1942,Membrane
b1942,Protein transport
b1942,Reference proteome
b1942,Transport
b1943,Bacterial flagellum biogenesis
b1943,Reference proteome
b1944,Cell inner membrane
b1944,Cell membrane
b1944,Chemotaxis
b1944,Flagellar rotation
b1944,Membrane
b1944,Reference proteome
b1944,Transmembrane
b1944,Transmembrane helix
b1945,3D-structure
b1945,Bacterial flagellum
b1945,Cell inner membrane
b1945,Cell membrane
b1945,Chemotaxis
b1945,Flagellar rotation
b1945,Membrane
b1945,Reference proteome
b1946,Bacterial flagellum
b1946,Cell inner membrane
b1946,Cell membrane
b1946,Chemotaxis
b1946,Flagellar rotation
b1946,Membrane
b1946,Reference proteome
b1947,Bacterial flagellum
b1947,Cell membrane
b1947,Chemotaxis
b1947,Flagellar rotation
b1947,Membrane
b1947,Reference proteome
b1947,Transmembrane
b1947,Transmembrane helix
b1948,Bacterial flagellum
b1948,Bacterial flagellum biogenesis
b1948,Bacterial flagellum protein export
b1948,Cell inner membrane
b1948,Cell membrane
b1948,Membrane
b1948,Protein transport
b1948,Reference proteome
b1948,Signal
b1948,Transmembrane
b1948,Transmembrane helix
b1948,Transport
b1949,Bacterial flagellum
b1949,Cell inner membrane
b1949,Cell membrane
b1949,Membrane
b1949,Reference proteome
b1949,Transmembrane
b1949,Transmembrane helix
b1950,Bacterial flagellum
b1950,Cell inner membrane
b1950,Cell membrane
b1950,Membrane
b1950,Reference proteome
b1950,Transmembrane
b1950,Transmembrane helix
b1951,Activator
b1951,Capsule biogenesis/degradation
b1951,DNA-binding
b1951,Direct protein sequencing
b1951,Reference proteome
b1951,Sensory transduction
b1951,Transcription
b1951,Transcription regulation
b1952,Reference proteome
b1953,Reference proteome
b1955,3D-structure
b1955,Cytoplasm
b1955,Hydrolase
b1955,Magnesium
b1955,Metal-binding
b1955,Reference proteome
b1956,Cell inner membrane
b1956,Cell membrane
b1956,Cellulose biosynthesis
b1956,GTP-binding
b1956,Magnesium
b1956,Membrane
b1956,Metal-binding
b1956,Nucleotide-binding
b1956,Reference proteome
b1956,Transferase
b1956,Transmembrane
b1956,Transmembrane helix
b1957,Reference proteome
b1958,Cell inner membrane
b1958,Cell membrane
b1958,Membrane
b1958,Reference proteome
b1958,Transmembrane
b1958,Transmembrane helix
b1959,Cell inner membrane
b1959,Cell membrane
b1959,Membrane
b1959,Reference proteome
b1959,Repeat
b1959,Transmembrane
b1959,Transmembrane helix
b1959,Transport
b1960,3D-structure
b1960,DNA damage
b1960,DNA repair
b1960,Endonuclease
b1960,Hydrolase
b1960,Magnesium
b1960,Metal-binding
b1960,Nuclease
b1960,Reference proteome
b1960,Zinc
b1961,Methyltransferase
b1961,Reference proteome
b1961,Restriction system
b1961,S-adenosyl-L-methionine
b1961,Transferase
b1962,3D-structure
b1962,Reference proteome
b1963,Cell cycle
b1963,Cell division
b1963,Cell inner membrane
b1963,Cell membrane
b1963,Membrane
b1963,Reference proteome
b1963,Transmembrane
b1963,Transmembrane helix
b1967,3D-structure
b1967,Chaperone
b1967,Cytoplasm
b1967,DNA damage
b1967,DNA repair
b1967,Direct protein sequencing
b1967,Hydrolase
b1967,Lyase
b1967,Metal-binding
b1967,Reference proteome
b1967,Stress response
b1967,Zinc
b1968,ATP-binding
b1968,Cell inner membrane
b1968,Cell membrane
b1968,Kinase
b1968,Membrane
b1968,Nucleotide-binding
b1968,Phosphoprotein
b1968,Reference proteome
b1968,Transferase
b1968,Transmembrane
b1968,Transmembrane helix
b1968,Two-component regulatory system
b1969,Activator
b1969,Cytoplasm
b1969,DNA-binding
b1969,Phosphoprotein
b1969,Reference proteome
b1969,Repressor
b1969,Transcription
b1969,Transcription regulation
b1969,Two-component regulatory system
b1970,3D-structure
b1970,Direct protein sequencing
b1970,Hydrolase
b1970,Periplasm
b1970,Purine metabolism
b1970,Reference proteome
b1970,Signal
b1971,3D-structure
b1971,Direct protein sequencing
b1971,Metal-binding
b1971,Molybdenum
b1971,Oxidoreductase
b1971,Periplasm
b1971,Reference proteome
b1971,Signal
b1972,Cell inner membrane
b1972,Cell membrane
b1972,Electron transport
b1972,FMN
b1972,Flavoprotein
b1972,Heme
b1972,Iron
b1972,Membrane
b1972,Metal-binding
b1972,Reference proteome
b1972,Transmembrane
b1972,Transmembrane helix
b1972,Transport
b1973,3D-structure
b1973,Cadmium
b1973,Cytoplasm
b1973,Direct protein sequencing
b1973,Metal-binding
b1973,Nickel
b1973,Periplasm
b1973,Reference proteome
b1973,Signal
b1973,Zinc
b1974,Cell inner membrane
b1974,Cell membrane
b1974,Electron transport
b1974,Heme
b1974,Iron
b1974,Membrane
b1974,Metal-binding
b1974,Reference proteome
b1974,Transmembrane
b1974,Transmembrane helix
b1974,Transport
b1976,Cytoplasm
b1976,Reference proteome
b1978,Reference proteome
b1978,Repeat
b1981,Cell inner membrane
b1981,Cell membrane
b1981,Membrane
b1981,Reference proteome
b1981,Symport
b1981,Transmembrane
b1981,Transmembrane helix
b1981,Transport
b1982,3D-structure
b1982,Allosteric enzyme
b1982,Direct protein sequencing
b1982,Hydrolase
b1982,Reference proteome
b1983,Cytoplasm
b1983,DNA-binding
b1983,Reference proteome
b1983,Transcription
b1983,Transcription regulation
b1985,Cell inner membrane
b1985,Cell membrane
b1985,FAD
b1985,FMN
b1985,Flavoprotein
b1985,Membrane
b1985,Peptide transport
b1985,Protein transport
b1985,Reference proteome
b1985,Transmembrane
b1985,Transmembrane helix
b1985,Transport
b1987,3D-structure
b1987,DNA-binding
b1987,Reference proteome
b1987,Transcription
b1987,Transcription regulation
b1988,Activator
b1988,DNA-binding
b1988,Nitrate assimilation
b1988,Reference proteome
b1988,Repressor
b1988,Transcription
b1988,Transcription regulation
b1990,Cell shape
b1990,Cell wall biogenesis/degradation
b1990,Direct protein sequencing
b1990,Glycosyltransferase
b1990,Hydrolase
b1990,Peptidoglycan synthesis
b1990,Periplasm
b1990,Reference proteome
b1990,Signal
b1990,Transferase
b1991,Cobalamin biosynthesis
b1991,Glycosyltransferase
b1991,Reference proteome
b1991,Transferase
b1992,Cell inner membrane
b1992,Cell membrane
b1992,Cobalamin biosynthesis
b1992,Magnesium
b1992,Membrane
b1992,Reference proteome
b1992,Transferase
b1992,Transmembrane
b1992,Transmembrane helix
b1993,ATP-binding
b1993,Cobalamin biosynthesis
b1993,GTP-binding
b1993,Kinase
b1993,Nucleotide-binding
b1993,Porphyrin biosynthesis
b1993,Reference proteome
b1993,Transferase
b1994,DNA recombination
b1994,DNA-binding
b1994,Reference proteome
b1994,Transposable element
b1994,Transposition
b1996,DNA recombination
b1996,DNA-binding
b1996,Reference proteome
b1996,Transposable element
b1996,Transposition
b1997,DNA recombination
b1997,DNA-binding
b1997,Reference proteome
b1997,Transposable element
b1997,Transposition
b1999,Reference proteome
b2000,Cell outer membrane
b2000,Direct protein sequencing
b2000,Membrane
b2000,Periplasm
b2000,Reference proteome
b2000,Secreted
b2000,Signal
b2000,Transmembrane
b2000,Transmembrane beta strand
b2001,Cell inner membrane
b2001,Cell membrane
b2001,Membrane
b2001,Reference proteome
b2001,Transmembrane
b2001,Transmembrane helix
b2002,Hydrolase
b2002,Metal-binding
b2002,Metalloprotease
b2002,Protease
b2002,Reference proteome
b2002,Zinc
b2003,Reference proteome
b2004,3D-structure
b2004,Cytoplasm
b2004,Magnesium
b2004,Metal-binding
b2004,Reference proteome
b2004,Toxin-antitoxin system
b2005,Cell shape
b2005,Cytoplasm
b2005,Reference proteome
b2005,Toxin-antitoxin system
b2006,Reference proteome
b2007,Direct protein sequencing
b2007,Reference proteome
b2008,Cell inner membrane
b2008,Cell membrane
b2008,Membrane
b2008,Reference proteome
b2008,Transmembrane
b2008,Transmembrane helix
b2009,3D-structure
b2009,Cytoplasm
b2009,Direct protein sequencing
b2009,Reference proteome
b2009,Stress response
b2010,3D-structure
b2010,Carboxypeptidase
b2010,Cell inner membrane
b2010,Cell membrane
b2010,Cell shape
b2010,Cell wall biogenesis/degradation
b2010,Hydrolase
b2010,Membrane
b2010,Peptidoglycan synthesis
b2010,Protease
b2010,Reference proteome
b2010,Signal
b2011,3D-structure
b2011,DNA damage
b2011,DNA repair
b2011,DNA-binding
b2011,Direct protein sequencing
b2011,Exonuclease
b2011,Hydrolase
b2011,Magnesium
b2011,Metal-binding
b2011,Nuclease
b2011,Reference proteome
b2011,Zinc
b2012,Reference proteome
b2013,Cell inner membrane
b2013,Cell membrane
b2013,Membrane
b2013,Reference proteome
b2013,Transmembrane
b2013,Transmembrane helix
b2014,Amino-acid transport
b2014,Cell inner membrane
b2014,Cell membrane
b2014,Membrane
b2014,Reference proteome
b2014,Transmembrane
b2014,Transmembrane helix
b2014,Transport
b2015,DNA-binding
b2015,Reference proteome
b2015,Transcription
b2015,Transcription regulation
b2016,ATP-binding
b2016,Nucleotide-binding
b2016,Reference proteome
b2016,Signal
b2017,3D-structure
b2017,DNA-binding
b2017,Reference proteome
b2017,Repressor
b2017,Toxin-antitoxin system
b2017,Transcription
b2017,Transcription regulation
b2018,Amino-acid biosynthesis
b2018,Histidine biosynthesis
b2018,Leader peptide
b2018,Reference proteome
b2019,3D-structure
b2019,ATP-binding
b2019,Amino-acid biosynthesis
b2019,Cytoplasm
b2019,Glycosyltransferase
b2019,Histidine biosynthesis
b2019,Magnesium
b2019,Metal-binding
b2019,Nucleotide-binding
b2019,Reference proteome
b2019,Transferase
b2020,3D-structure
b2020,Amino-acid biosynthesis
b2020,Direct protein sequencing
b2020,Histidine biosynthesis
b2020,Metal-binding
b2020,NAD
b2020,Oxidoreductase
b2020,Reference proteome
b2020,Zinc
b2021,3D-structure
b2021,Amino-acid biosynthesis
b2021,Aminotransferase
b2021,Histidine biosynthesis
b2021,Pyridoxal phosphate
b2021,Reference proteome
b2021,Transferase
b2022,Amino-acid biosynthesis
b2022,Cytoplasm
b2022,Histidine biosynthesis
b2022,Hydrolase
b2022,Lyase
b2022,Magnesium
b2022,Metal-binding
b2022,Multifunctional enzyme
b2022,Reference proteome
b2022,Zinc
b2023,Amino-acid biosynthesis
b2023,Cytoplasm
b2023,Direct protein sequencing
b2023,Glutamine amidotransferase
b2023,Histidine biosynthesis
b2023,Hydrolase
b2023,Lyase
b2023,Reference proteome
b2024,Amino-acid biosynthesis
b2024,Cytoplasm
b2024,Histidine biosynthesis
b2024,Isomerase
b2024,Reference proteome
b2025,Amino-acid biosynthesis
b2025,Cytoplasm
b2025,Direct protein sequencing
b2025,Histidine biosynthesis
b2025,Lyase
b2025,Reference proteome
b2026,ATP-binding
b2026,Amino-acid biosynthesis
b2026,Cytoplasm
b2026,Histidine biosynthesis
b2026,Hydrolase
b2026,Multifunctional enzyme
b2026,Nucleotide-binding
b2026,Reference proteome
b2027,3D-structure
b2027,Cell inner membrane
b2027,Cell membrane
b2027,Lipopolysaccharide biosynthesis
b2027,Membrane
b2027,Reference proteome
b2027,Transmembrane
b2027,Transmembrane helix
b2028,NAD
b2028,Oxidoreductase
b2028,Phosphoprotein
b2028,Reference proteome
b2029,3D-structure
b2029,Gluconate utilization
b2029,NADP
b2029,Oxidoreductase
b2029,Pentose shunt
b2029,Reference proteome
b2030,DNA recombination
b2030,DNA-binding
b2030,Reference proteome
b2030,Transposable element
b2030,Transposition
b2032,Cell inner membrane
b2032,Cell membrane
b2032,Lipopolysaccharide biosynthesis
b2032,Membrane
b2032,Reference proteome
b2032,Transferase
b2033,Acyltransferase
b2033,Lipopolysaccharide biosynthesis
b2033,Reference proteome
b2033,Repeat
b2033,Transferase
b2034,Cytoplasm
b2034,Lipopolysaccharide biosynthesis
b2034,Reference proteome
b2034,Transferase
b2035,Cell inner membrane
b2035,Cell membrane
b2035,Lipopolysaccharide biosynthesis
b2035,Membrane
b2035,Reference proteome
b2035,Transmembrane
b2035,Transmembrane helix
b2036,3D-structure
b2036,Direct protein sequencing
b2036,FAD
b2036,Flavoprotein
b2036,Isomerase
b2036,Lipopolysaccharide biosynthesis
b2036,Reference proteome
b2037,Cell inner membrane
b2037,Cell membrane
b2037,Lipopolysaccharide biosynthesis
b2037,Membrane
b2037,Reference proteome
b2037,Transmembrane
b2037,Transmembrane helix
b2037,Transport
b2038,Carbohydrate metabolism
b2038,Isomerase
b2038,Lipopolysaccharide biosynthesis
b2038,Reference proteome
b2039,3D-structure
b2039,Lipopolysaccharide biosynthesis
b2039,Magnesium
b2039,Metal-binding
b2039,Nucleotidyltransferase
b2039,Reference proteome
b2039,Transferase
b2040,Carbohydrate metabolism
b2040,Lipopolysaccharide biosynthesis
b2040,Magnesium
b2040,Metal-binding
b2040,NAD
b2040,NADP
b2040,Oxidoreductase
b2040,Reference proteome
b2041,Lipopolysaccharide biosynthesis
b2041,Lyase
b2041,NAD
b2041,Reference proteome
b2042,Lipopolysaccharide biosynthesis
b2042,Nucleotidyltransferase
b2042,Reference proteome
b2042,Transferase
b2043,Lipopolysaccharide biosynthesis
b2043,Reference proteome
b2043,Signal
b2044,Glycosyltransferase
b2044,Lipopolysaccharide biosynthesis
b2044,Reference proteome
b2044,Transferase
b2045,Lipopolysaccharide biosynthesis
b2045,Reference proteome
b2045,Transferase
b2046,Cell inner membrane
b2046,Cell membrane
b2046,Lipopolysaccharide biosynthesis
b2046,Membrane
b2046,Reference proteome
b2046,Transmembrane
b2046,Transmembrane helix
b2047,Cell inner membrane
b2047,Cell membrane
b2047,Exopolysaccharide synthesis
b2047,Glycosyltransferase
b2047,Lipopolysaccharide biosynthesis
b2047,Membrane
b2047,Reference proteome
b2047,Transferase
b2047,Transmembrane
b2047,Transmembrane helix
b2048,Capsule biogenesis/degradation
b2048,Isomerase
b2048,Lipopolysaccharide biosynthesis
b2048,Magnesium
b2048,Metal-binding
b2048,Phosphoprotein
b2048,Reference proteome
b2049,Capsule biogenesis/degradation
b2049,GTP-binding
b2049,Lipopolysaccharide biosynthesis
b2049,Nucleotide-binding
b2049,Nucleotidyltransferase
b2049,Reference proteome
b2049,Transferase
b2050,Lipopolysaccharide biosynthesis
b2050,Reference proteome
b2050,Transferase
b2051,3D-structure
b2051,Hydrolase
b2051,Lipopolysaccharide biosynthesis
b2051,Magnesium
b2051,Metal-binding
b2051,Reference proteome
b2052,3D-structure
b2052,Cytoplasm
b2052,Isomerase
b2052,Multifunctional enzyme
b2052,NADP
b2052,Oxidoreductase
b2052,Reference proteome
b2053,3D-structure
b2053,Lyase
b2053,NADP
b2053,Reference proteome
b2054,Acyltransferase
b2054,Lipopolysaccharide biosynthesis
b2054,Reference proteome
b2054,Repeat
b2054,Transferase
b2055,Lipopolysaccharide biosynthesis
b2055,Reference proteome
b2055,Transferase
b2056,Cell inner membrane
b2056,Cell membrane
b2056,Lipopolysaccharide biosynthesis
b2056,Membrane
b2056,Reference proteome
b2056,Transmembrane
b2056,Transmembrane helix
b2057,Lipopolysaccharide biosynthesis
b2057,Reference proteome
b2057,Transferase
b2058,Acyltransferase
b2058,Lipopolysaccharide biosynthesis
b2058,Reference proteome
b2058,Repeat
b2058,Transferase
b2059,Lipopolysaccharide biosynthesis
b2059,Reference proteome
b2059,Transferase
b2060,3D-structure
b2060,ATP-binding
b2060,Cell inner membrane
b2060,Cell membrane
b2060,Exopolysaccharide synthesis
b2060,Kinase
b2060,Membrane
b2060,Nucleotide-binding
b2060,Phosphoprotein
b2060,Reference proteome
b2060,Transferase
b2060,Transmembrane
b2060,Transmembrane helix
b2060,Tyrosine-protein kinase
b2061,3D-structure
b2061,Exopolysaccharide synthesis
b2061,Hydrolase
b2061,Protein phosphatase
b2061,Reference proteome
b2062,Cell outer membrane
b2062,Exopolysaccharide synthesis
b2062,Ion transport
b2062,Lipoprotein
b2062,Membrane
b2062,Palmitate
b2062,Polysaccharide transport
b2062,Porin
b2062,Reference proteome
b2062,Signal
b2062,Sugar transport
b2062,Transmembrane
b2062,Transmembrane beta strand
b2062,Transport
b2063,CBS domain
b2063,Cell membrane
b2063,Membrane
b2063,Reference proteome
b2063,Repeat
b2063,Transmembrane
b2063,Transmembrane helix
b2064,Periplasm
b2064,Reference proteome
b2064,Signal
b2065,3D-structure
b2065,Direct protein sequencing
b2065,Hydrolase
b2065,Nucleotide metabolism
b2065,Nucleotide-binding
b2065,Reference proteome
b2066,ATP-binding
b2066,Cytoplasm
b2066,Kinase
b2066,Nucleotide-binding
b2066,Reference proteome
b2066,Transferase
b2067,Cell inner membrane
b2067,Cell membrane
b2067,GTP-binding
b2067,Magnesium
b2067,Membrane
b2067,Metal-binding
b2067,Nucleotide-binding
b2067,Reference proteome
b2067,Repeat
b2067,Transferase
b2067,Transmembrane
b2067,Transmembrane helix
b2068,3D-structure
b2068,DNA damage
b2068,DNA repair
b2068,Direct protein sequencing
b2068,Hydrolase
b2068,Reference proteome
b2069,ATP-binding
b2069,Chaperone
b2069,Nucleotide-binding
b2069,Reference proteome
b2070,ATP-binding
b2070,Kinase
b2070,Nucleotide-binding
b2070,Phosphoprotein
b2070,Reference proteome
b2070,Transferase
b2071,Reference proteome
b2072,Hydrolase
b2072,Manganese
b2072,Phosphoprotein
b2072,Protein phosphatase
b2072,Reference proteome
b2073,Reference proteome
b2074,Cell inner membrane
b2074,Cell membrane
b2074,Membrane
b2074,Reference proteome
b2074,Signal
b2074,Transport
b2075,Cell inner membrane
b2075,Cell membrane
b2075,Membrane
b2075,Reference proteome
b2075,Transmembrane
b2075,Transmembrane helix
b2075,Transport
b2076,Cell inner membrane
b2076,Cell membrane
b2076,Membrane
b2076,Reference proteome
b2076,Transmembrane
b2076,Transmembrane helix
b2076,Transport
b2077,Cell inner membrane
b2077,Cell membrane
b2077,Membrane
b2077,Reference proteome
b2077,Transmembrane
b2077,Transmembrane helix
b2077,Transport
b2078,ATP-binding
b2078,Cell inner membrane
b2078,Cell membrane
b2078,Kinase
b2078,Membrane
b2078,Nucleotide-binding
b2078,Phosphoprotein
b2078,Reference proteome
b2078,Stress response
b2078,Transferase
b2078,Transmembrane
b2078,Transmembrane helix
b2078,Two-component regulatory system
b2079,3D-structure
b2079,Activator
b2079,Cytoplasm
b2079,DNA-binding
b2079,Phosphoprotein
b2079,Reference proteome
b2079,Stress response
b2079,Transcription
b2079,Transcription regulation
b2079,Two-component regulatory system
b2080,3D-structure
b2080,Reference proteome
b2080,Repeat
b2081,Hydrolase
